"place_id","name","description","is_spending_on_ads","reviews","rating","competitors","website","phone","can_claim","owner_name","owner_profile_link","featured_image","main_category","categories","workday_timing","is_temporarily_closed","closed_on","address","review_keywords","link","query","latitude","longitude"
"ChIJbxGfWnRgNDER2cOzmitbfGw","Nha Hang La Co Ba Vi","Nha hang La Co hoi tu tinh hoa am thuc do rung va ca song Da tru danh khap moi mien ca nuoc","","1070","4.3","Name: Ga Doi Ba Vi Restaurant Link: No Link Reviews: 276 reviews Name: Quan Ngon Ba Vi Link: No Link Reviews: 101 reviews Name: Nha Hang Tam Ly Link: No Link Reviews: 87 reviews Name: Nha hang 555 Ba vi Link: No Link Reviews: 83 reviews","http://nhahanglaco.vn/","+84 934 186 868","","Nha Hang La Co Ba Vi (Owner)","https://www.google.com/maps/contrib/111952990910671873841","https://lh3.googleusercontent.com/gps-cs-s/AHVAwep6iGOkYjmTunX9QFeYcQ4sK6_Lm8u-e1D-kDCZsMkYfCyC9rJn0V49qttq08V5XHEp3y3EkucgKasZ9QfLTquGfidMajpRWVkf8OqfX0cpTjhZQCr_s9A-pNfgsoAVeAe9ZhbV=w1920-h1080-k-no","Restaurant","Restaurant","7:30 AM-10 PM","","Open All Days","Ba Vi, Ha Noi, Vietnam","","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+L%C3%A1+C%E1%BB%8D+Ba+V%C3%AC/data=!4m7!3m6!1s0x313460745a9f116f:0x6c7c5b2b9ab3c3d9!8m2!3d21.1152236!4d105.4033907!16s%2Fg%2F12hlj8lmz!19sChIJbxGfWnRgNDER2cOzmitbfGw?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.1152236","105.4033907"
"ChIJcebMrWirNTERThDrRUIHb-8","Pizza 4P's Hanoi Centre","Pizza 4P's restaurant, nha hang pizza theo mo hinh tu Trai Dat den Con nguoi cung tam nhin ""Lam cho the gioi mim cuoi vi Hanh phuc"", duoc thanh lap vao nam 2011. Voi ten goi 4P's mang y nghia ""For Peace"""" - Vi Hoa binh, mang den trai nghiem am thuc fusion U-Nhat. Noi tieng dong pizza thu cong kieu Napoli, mi U cua tru danh, nguyen lieu huu co va pho mai nha lam da dang tu Burrata, Mozzarella, Scamorza. Dat ban ngay de trai nghiem am thuc, noi huong vi dich thuc va truyen thong hoa quyen","","1067","4.9","","https://pizza4ps.com/","+84 28 3622 0500","","Pizza 4P's Hanoi Centre (Owner)","https://www.google.com/maps/contrib/100236977709714352149","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKrU2mKkoMRrdgdj78hScteQVZupH3xC2i_ZIrd4K6Grv7BR3qrkxmwoh0bQyGCNVR2JX3j3M9CI3v0yJfj6uaMoeodetf-frUIGp2whIrxQxfgmAx2C5Qqndvl_o6rEoB0H6EKPpetQ0r=w1920-h1080-k-no","Pizza restaurant","Pizza restaurant, Asian fusion restaurant, Family restaurant, Italian restaurant, Japanized western restaurant","9:30 AM-10 PM","","Open All Days","L1-C12B, 175 P. Nguyen Thai Hoc, Hanoi City, 100000, Vietnam","music, price, shopping mall, burrata, crab pasta, appetizers, kombucha, HOA, salmon, avocado","https://www.google.com/maps/place/Pizza+4P's+Hanoi+Centre/data=!4m7!3m6!1s0x3135ab68adcce671:0xef6f074245eb104e!8m2!3d21.0306611!4d105.8301009!16s%2Fg%2F11mt0ygy2d!19sChIJcebMrWirNTERThDrRUIHb-8?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0306611","105.8301009"
"ChIJCX0RH8OtNTERmARYqYtW988","Long Wang - Lau Hap Thuy Nhiet Hong Kong - 17T4 Hoang Dao Thuy","Long Wang-Lau Hap Thuy Nhiet Hong Kong Dang Dep Eo Thon","","1064","4.8","Name: Long Wang - Lau Hap Thuy Nhiet Hong Kong - 409 Minh Khai Link: No Link Reviews: 5149 reviews Name: Long Wang Lau Hap Thuy Nhiet Link: No Link Reviews: 1504 reviews Name: Long Phung Restaurant Link: No Link Reviews: 704 reviews Name: WulaoWu Lao Guo (Wulao Hoang Dao Thuy) Link: No Link Reviews: 442 reviews Name: Lau Nuong Wang Wang Link: No Link Reviews: 274 reviews","https://longwang.vn/","+84 826 492 288","","Long Wang - Lau Hap Thuy Nhiet Hong Kong - 17T4 Hoang Dao Thuy (Owner)","https://www.google.com/maps/contrib/114573754912878536772","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoi4NapXNqUIMvLyBwj4fs8yYqHxLhVU5heM75_Cyh_HrchvmBnfw9Y2yzz29UAd-RQc3OGBcMhNh_W0ui6A26BZ-iYgQMNX7JElY5vzfO7tuqgYxFCPTSTGvb5b0uvY3AYJZdp5oI0clVE=w1920-h1080-k-no","Hot pot restaurant","Hot pot restaurant, Restaurant","10 AM-10 PM","","Open All Days","17T4 P. Hoang Dao Thuy, Trung Hoa Nhan Chinh, Yen Hoa, Ha Noi 100000, Vietnam","ok, good service, healthy food, steam","https://www.google.com/maps/place/Long+Wang+-+L%E1%BA%A9u+H%E1%BA%A5p+Th%E1%BB%A7y+Nhi%E1%BB%87t+H%E1%BB%93ng+K%C3%B4ng+-+17T4+Ho%C3%A0ng+%C4%90%E1%BA%A1o+Th%C3%BAy/data=!4m7!3m6!1s0x3135adc31f117d09:0xcff7568ba9580498!8m2!3d21.007285!4d105.8034026!16s%2Fg%2F11y1vzdz4l!19sChIJCX0RH8OtNTERmARYqYtW988?authuser=0&rclk=1","restaurant in ha dong, ha noi, vietnam","21.007285","105.8034026"
"ChIJaY3OSI2qNTERm7eKr9lFIHk","Nha Hang Anh Hoa 1","","","1063","4.1","Name: Hoa Lo Restaurant Link: No Link Reviews: 341 reviews Name: Nha Hang Hoa Nha Link: No Link Reviews: 155 reviews Name: Taylong Villa Restaurant Link: No Link Reviews: 85 reviews Name: Anh Hoa 2 Link: No Link Reviews: 26 reviews Name: ANH HOA Bakery Link: No Link Reviews: 1 reviews","https://www.facebook.com/Nh%C3%A0-H%C3%A0ng-Anh-H%C3%B2a-107439018399332","+84 24 3718 6463","","Nha Hang Anh Hoa 1 (Owner)","https://www.google.com/maps/contrib/100141216701726134768","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqSnELK0tWUY-DNRblDgbxe-slA7PcwLdH0G0LxmGtBNbU8kjMAxMnWMsTgRaSkPLJgSHsk7V_6k5M72qdUlPTEwr43n7sXV6kPTtmNXadFziThhMJQ1clytEg1J3YejiQIkdZ3LRNR4EUn=w1920-h1080-k-no","Restaurant","Restaurant","10:30 AM-10 PM","","Open All Days","429 D. Au Co, Nhat Tan, Tay Ho, Ha Noi, Vietnam","vietnamese dishes, bakery, soup, lunch, elevator, regiment, hor fun, spring roll, hot pot, fish","https://www.google.com/maps/place/Nh%C3%A0+H%C3%A0ng+Anh+H%C3%B2a+1/data=!4m7!3m6!1s0x3135aa8d48ce8d69:0x792045d9af8ab79b!8m2!3d21.0771318!4d105.8205627!16s%2Fg%2F1tdwgzxd!19sChIJaY3OSI2qNTERm7eKr9lFIHk?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0771318","105.8205627"
"ChIJK5b2QEWrNTERDmRUzQ4K12E","Chayfood","","","1058","4.7","Name: Tu Chau Veggie - Vegan Mixed Pho, Banhmi & Kombucha Link: No Link Reviews: 477 reviews Name: Quan Pho Chay anh Hai Link: No Link Reviews: 123 reviews Name: Vegan Pho Mrs Rose Link: No Link Reviews: 88 reviews Name: 29 Hang Giay Link: No Link Reviews: 1 reviews","https://order.ipos.vn/menu?pos_parent=BRAND-7DQV&pos_id=35576","+84 856 997 788","","Chayfood (Owner)","https://www.google.com/maps/contrib/112816043618748023866","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerX6b1RM2jN02EIJRgW7adzsY6YjBLOhh3O8rRG_VFokOUxThncIu4xICmLKReO5qasYSzVqXKYbaqVNi1gSMjRpVkduxSMDj6mebTmC52EOicwh0GVYsv_CfwX9y-LxmWsAm5fsA_wA1iK=w1920-h1080-k-no","Vegan restaurant","Vegan restaurant, Vegetarian restaurant","6 AM-9 PM","","Open All Days","66 P. Nguyen Huu Huan, Hang Bac, Hoan Kiem, Ha Noi, Vietnam","banh mi, vietnamese food, bun rieu, balcony, mushroom pho, pumpkin soup, tofu sausage, fried spring rolls, cashew milk, brown rice noodles","https://www.google.com/maps/place/Chayfood/data=!4m7!3m6!1s0x3135ab4540f6962b:0x61d70a0ecd54640e!8m2!3d21.033058!4d105.8543082!16s%2Fg%2F11pv2x8c73!19sChIJK5b2QEWrNTERDmRUzQ4K12E?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.033058","105.8543082"
"ChIJaYZT4fOrNTERbhdtPvVuulU","dragonCELLO","dragonCELLO is an authentic Italian Restaurant located along the Westlake. Our mission is to provide the best service and food, focus on the quality of ingredients, and provide a wide range of wine selection. You can enjoy our authentic Italian cuisines with the beautiful view of the Westlake! ------ We opened our restaurant in April 2019. Our chef has over 20 years of experience and uses fresh food from Italy and Vietnamese local vegetables. Some of our signature dishes are Casoncelli ai formaggi, Ossobuco con risotto, and the Sol pizza.","","1049","4.6","Name: Luna d'Autunno - Italian Pizzeria & Restaurant Link: No Link Reviews: 1301 reviews Name: Paolo & Chi Pizzeria Lounge Link: No Link Reviews: 1232 reviews Name: Daluva - Italian Sourdough pizza Link: No Link Reviews: 528 reviews","https://dragoncello.vn/","+84 355 785 046","","dragonCELLO (Owner)","https://www.google.com/maps/contrib/116005369947036007228","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4d6jRgR67870wlhQy__cknH4CSI_knxJY1NGgzKwCAg0FrFVUzLHuWvBrdlyAMjwztPf1McFBbhFE_Hm_mG3xJyTrWqCGtfx6884FiXP0MQh7_ZlW7bo-myxmB-waOZjFjONQ=w1920-h1080-k-no","Italian restaurant","Italian restaurant, Delivery service, Pizza restaurant, Wine bar","11 AM-11 PM","","Open All Days","201 P. Ve Ho, Xuan La, Tay Ho, Ha Noi, Vietnam","lake, tiramisu, steak, employees, gnocchi, limoncello, ambience, lamb, manager, olive oil","https://www.google.com/maps/place/dragonCELLO/data=!4m7!3m6!1s0x3135abf3e1538669:0x55ba6ef53e6d176e!8m2!3d21.0666993!4d105.8112191!16s%2Fg%2F11h1drq7fq!19sChIJaYZT4fOrNTERbhdtPvVuulU?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0666993","105.8112191"
"ChIJj1THmWirNTERHIxhWdxQmB0","Chao Ban - Vietnamese restaurant","RELOCATED OFFICIALLY AT VILLA 28, ALLEY 11 TO NGOC VAN. Welcome to Chao Ban Vietnamese Restaurant, In our new house Villa 28, we propose to you a traditional and contemporary Vietnamese cuisine of the highest quality prepared by Chao Ban's Team Kitchen. In Vietnamese, ""Chao Ban"" means ""Hello, my friend!"". It is with that spirit that we have the pleasure of welcoming and serving you in an atmosphere of great conviviality.","","1047","4.8","Name: Maii Bistro Link: No Link Reviews: 1243 reviews Name: BAO WOW Link: No Link Reviews: 1027 reviews Name: Sen vang Restaurant Link: No Link Reviews: 65 reviews Name: Viet Lotus Restaurant Link: No Link Reviews: 23 reviews Name: Quan Pho Link: No Link Reviews: No Reviews reviews","https://chaobanhanoi.com/","+84 24 3552 8028","","Chao Ban - Vietnamese restaurant (Owner)","https://www.google.com/maps/contrib/118385485943901643158","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoqJII8vCQW-V7VEs2IO2ek2I_WXta9wwwi1zfdCZbpHwKGV2JHNAigF-hCcGC6hE7geFpNchyPUK-EJFmCfJ51ADkB6Ha9vfTfLcO5B9FDdNQnNbdBD-nS_9D8RSUdx8XBuX5t-u0USZc=w1920-h1080-k-no","Vietnamese restaurant","Vietnamese restaurant","11:30 AM-10:30 PM","","Open All Days","Villa 28, Ngo 11 - To Ngoc Van, Quang An, Tay Ho, Ha Noi 100000, Vietnam","pork ribs, michelin, banana cake, pomelo salad, gourmand, crab spring rolls, lacquered, stuffed squid, eggplant and tofu, tamarind chicken","https://www.google.com/maps/place/Ch%C3%A0o+B%E1%BA%A1n+-+Vietnamese+restaurant/data=!4m7!3m6!1s0x3135ab6899c7548f:0x1d9850dc59618c1c!8m2!3d21.0671098!4d105.8242535!16s%2Fg%2F11lf_4ymql!19sChIJj1THmWirNTERHIxhWdxQmB0?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0671098","105.8242535"
"ChIJ6yK6CgCrNTERZpy0lVHIoQM","Kadhai Indian Restaurant Hanoi","Welcome to Kadhai Indian Restaurant Hanoi - Your Best Choice for Indian Food in Hanoi's Old Quarter! At Kadhai Indian Restaurant Hanoi, we offer a variety of North and South Indian dishes, from flavorful curries and aromatic biryani to crispy dosas. Whether you're craving tandoori, vegetarian dishes, or popular Indian street food, we have something for everyone. Each dish is made with fresh ingredients that deliver an authentic taste of India. Our family-friendly atmosphere is perfect for lunch, dinner, or group gatherings. We also offer takeaway and delivery services so you can enjoy our food wherever you are. Join us and discover why Kadhai Indian Restaurant is a favorite destination for Indian cuisine in Hanoi!","","1047","4.7","Name: MAAZI Old Quarter Link: No Link Reviews: 7048 reviews Name: Tadka Indian Restaurant Hanoi Link: No Link Reviews: 1590 reviews Name: Hill Top Curry Indian Restaurant hoan kiem Hanoi Link: No Link Reviews: 1328 reviews Name: Indian Masala Restaurant Link: No Link Reviews: 998 reviews Name: The TAJ Indian & Vegetarian Restaurant - Hanoi Old Quarter Hoan Kiem Link: No Link Reviews: 958 reviews","https://www.kadhairestaurants.com/","+84 904 883 733","","Kadhai Indian Restaurant Hanoi (Owner)","https://www.google.com/maps/contrib/117899621689741976748","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoJP7vP6ClpIcGTPFDW1g5ycPvBzmmY_qnGCgNyVGS_7YejvxkQjc6AaZM9tGFPtBJ0r99Ad06K8YyRxI9u_Bbz2TLu9RsjvYJLOhPyOtgoC8H6lpuXfiRKE3SPVeJaBQGJy8Drg5l8U-PZ=w1920-h1080-k-no","Indian restaurant","Indian restaurant, Bangladeshi restaurant, Gujarati restaurant, Halal restaurant, Indian Muslim restaurant, Marathi restaurant, North Indian restaurant, Pakistani restaurant, Punjabi restaurant, Rajasthani restaurant, South Indian restaurant","10 AM-12 AM","","Open All Days","28 P. Dao Duy Tu, Hang Buom, Hoan Kiem, Ha Noi 100000, Vietnam","butter chicken, garlic naan, chicken tikka masala, punjabi food, dal makhani, vietnamese food, tax, dal fry, nature, tandoori roti","https://www.google.com/maps/place/Kadhai+Indian+Restaurant+Hanoi/data=!4m7!3m6!1s0x3135ab000aba22eb:0x3a1c85195b49c66!8m2!3d21.036559!4d105.8525938!16s%2Fg%2F11vyx4764h!19sChIJ6yK6CgCrNTERZpy0lVHIoQM?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.036559","105.8525938"
"ChIJq0DeC5WrNTERdZAnGPjP_gg","Nha hang Mediterraneo","Family owned Italian restaurant serving traditional italian food since 1997","","1042","4.4","Name: Paolo & Chi Pizzeria Old Quarter Link: No Link Reviews: 2127 reviews Name: Luna d'Autunno - Italian Pizzeria & Restaurant Link: No Link Reviews: 1301 reviews Name: Pane e Vino Italian Restaurant & Wine Shop - Opera House Link: No Link Reviews: 863 reviews Name: LA RENNA - Italian Restaurant & Wine Link: No Link Reviews: 70 reviews","https://www.facebook.com/Mediterraneohanoi/","+84 833 397 414","","Nha hang Mediterraneo (Owner)","https://www.google.com/maps/contrib/117118226880328246579","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJeuJz5cUFZsjF32WKOJDVhxcNvouji5yBU5UiVQX4W5k2hrEy__SSwizvR-gBxRFZVqMyfVB-KL2EMmQ7RpXBlEUyHdjnGQnZVtTS9P9EABtKBiCBJJ8qgaDh0YC7f1rrQohR3rFSZ57k=w1920-h1080-k-no","Italian restaurant","Italian restaurant","10 AM-10 PM","","Open All Days","23 P. Nha Tho, Hang Trong, Hoan Kiem, Ha Noi, Vietnam","cathedral, vietnamese food, risotto, balcony, burrata, bottle, bruschetta, gluten free, management, pappardelle","https://www.google.com/maps/place/Nh%C3%A0+h%C3%A0ng+Mediterraneo/data=!4m7!3m6!1s0x3135ab950bde40ab:0x8fecff818279075!8m2!3d21.0288084!4d105.8497771!16s%2Fg%2F1tf72_gs!19sChIJq0DeC5WrNTERdZAnGPjP_gg?authuser=0&rclk=1","restaurant in ha dong, ha noi, vietnam","21.0288084","105.8497771"
"ChIJXTEus5SrNTERANcALct6eyI","Silk Path Hotel Hanoi","Set in Hanoi Old Quarter, this upscale hotel is an 11-minute walk from Hanoi train station and 2 km from the Temple of the Jade Mountain, a Confucian temple on Hoan Kiem Lake. Featuring plush fabrics and hand-printed wallpaper, the polished rooms come with flat-screen TVs, minifridges and sitting areas. Upgraded rooms offer balconies. The 2-bedroom suites add living rooms, dining rooms and kitchens, plus whirlpool tubs and saunas. Wi-Fi is free. Room service is available. Breakfast is available. Other amenities include a chic Mediterranean restaurant, 3 bars (1 with a terrace; 1 with a piano) and a fitness center.","","1039","4.4","","https://silkpathhotel.com/","+84 24 3266 5555","","Silk Path Hotel Hanoi (Owner)","https://www.google.com/maps/contrib/100452702097540402001","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmj5uSgecM44YuXhOF9atcy2iglASFPTPF53hs_43i6QZ8BuPmCkcq__RomTX9LVUKqp-MWW4qSrQx3VncCBwrmZAbmJG2Zt7JSq8JkOY_1KY7MbM4KIXUZeBCb14e34wx35hrJw=w1920-h1080-k-no","Hotel","Hotel","","","","195 - 199, P. Hang Bong, Hang Bong, Hoan Kiem, Ha Noi, Vietnam","service, lake, distance, pho, train, town, suitcases, concierge, isolation, attractions","https://www.google.com/maps/place/Silk+Path+Hotel+Hanoi/data=!4m7!3m6!1s0x3135ab94b32e315d:0x227b7acb2d00d700!8m2!3d21.0288202!4d105.8445892!16s%2Fg%2F11cjhh_wj6!19sChIJXTEus5SrNTERANcALct6eyI?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0288202","105.8445892"
"ChIJV82-TZWrNTER_cIgFmQVJ5I","SkyOn9 Rooftop Westlake","Nam gon tai tang 9 toa nha Margaery 134 Tu Hoa, Sky On 9 Rooftop Bar la cho tron hoan hao khoi cuoc song do thi, cach xa khoi khoi bui va nhung xo bo cua thanh pho.","","1037","4.8","Name: Skyline Hanoi Link: No Link Reviews: 1568 reviews Name: Le Ciel Bar Link: No Link Reviews: 1485 reviews Name: Terraco Sky Bar Link: No Link Reviews: 538 reviews Name: Sunset Bar Link: No Link Reviews: 344 reviews Name: Paradise rooftop Link: No Link Reviews: 97 reviews","https://www.facebook.com/skyon9.rooftopbar/","+84 363 107 480","","SkyOn9 Rooftop Westlake (Owner)","https://www.google.com/maps/contrib/117019267338495032791","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoYh7cKDQkR0AVUf_pq3zz2UyxgmH4x1iTdehqEMURiLDJjTfTTdUrYLnCR0G6D7SM_nlXi7QLwYpLSLAK3Dx0dUKdyfEVZTAArBRanp25aInJngvl_m89ebaGVhBWANhMfHMbHVw=w1920-h1080-k-no","Bar","Bar","5 PM-1 AM","","Open All Days","134 Tu Hoa Cong Chua, Quang An, Tay Ho, Ha Noi, Vietnam","cocktails, service, atmosphere, happy hour, sunset, choice, the view, birthday, evening, date","https://www.google.com/maps/place/SkyOn9+Rooftop+Westlake/data=!4m7!3m6!1s0x3135ab954dbecd57:0x922715641620c2fd!8m2!3d21.0589356!4d105.8294072!16s%2Fg%2F11trdbm8g1!19sChIJV82-TZWrNTER_cIgFmQVJ5I?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0589356","105.8294072"
"ChIJvc7dH3SrNTERXFZL1ui-RWE","Quan Nem","","","1035","4.4","Name: Cuon N Roll Giang Vo Link: No Link Reviews: 666 reviews Name: Bun cha que tre Link: No Link Reviews: 169 reviews Name: Nem Cua Be Link: No Link Reviews: 22 reviews Name: Bun cha nem ran Link: No Link Reviews: 3 reviews","https://www.facebook.com/QuanNemRestaurant/","+84 24 3512 3425","","Quan Nem (Owner)","https://www.google.com/maps/contrib/113689779553856195833","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_6d1ibltcJJPIvIBsCK_dEFOnSURDbHOz6zbd-8K69Q9HHG4NNQrj3Y78B8Ii3QuH9bQLKj7Av2xabCJMl6goUofFqTb5IsGQisA104_Nka_P-VJvMc6b2j1yW7EDAHrGWjOXF_YnqHHW=w1920-h1080-k-no","Vietnamese restaurant","Vietnamese restaurant","9:30 AM-9:30 PM","","Open All Days","106-k1 P. Giang Vo, Cho Dua, O Cho Dua, Ha Noi, Vietnam","bun cha, employees, fire pit, obama, silver, satisfaction, dog, gui, pork belly, crab spring roll","https://www.google.com/maps/place/Qu%C3%A1n+Nem/data=!4m7!3m6!1s0x3135ab741fddcebd:0x6145bee8d64b565c!8m2!3d21.0271263!4d105.824356!16s%2Fg%2F11b8_ngv1y!19sChIJvc7dH3SrNTERXFZL1ui-RWE?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0271263","105.824356"
"ChIJcZMFbN2rNTER_hXLjCccHio","Rajbhog Hanoi Indian Restaurant Hoan Kiem-Hanoi","Experience the vibrant tastes of India in the heart of Hanoi! Rajbhog Hanoi Indian Restaurant invites you on a culinary journey, serving authentic North Indian, Punjabi, and Gujarati dishes. Whether you prefer vegetarian delights or savory non-vegetarian options, Rajbhog offers a diverse menu to tantalize your taste buds. Gather your family and friends and discover a genuine Indian dining experience.","","1034","4.7","Name: Rk Spice Indian Restaurant Hanoi Hoan Kiem Link: No Link Reviews: 7069 reviews Name: Tadka Indian Restaurant Hanoi Link: No Link Reviews: 1590 reviews Name: Gujarat Indian Restaurant Link: No Link Reviews: 1004 reviews Name: Ram Krishna Vegetarian Indian Cuisine (Pure Vegetarian, Jain & Vegan Food) Link: No Link Reviews: 798 reviews Name: Royal Rajasthan Indian Restaurant Hanoi since 1992 Link: No Link Reviews: 756 reviews","http://www.rajbhoghanoi.com/","+84 327 199 684","","Rajbhog Hanoi Indian Restaurant Hoan Kiem-Hanoi (Owner)","https://www.google.com/maps/contrib/109511522912137654343","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepUPAbszCXYbcps6bkQL8yR7C7S9zh9ndUyxfzBoVWmw6L62UqeTBxmOr2JyaBhG9G1XMAFq5F7O5BsLmpHmxsc4ZGRLDO3kt4iKcdzdvY9o6Tu2tgFNmJNk3LUX4TGHUf7APZL4WAEiV6Y=w1920-h1080-k-no","Indian restaurant","Indian restaurant","11 AM-11 PM","","Open All Days","47 P. Lan Ong, st, Hoan Kiem, Ha Noi 100000, Vietnam","hospitality, masala tea, butter chicken, behaviour, manager, tourist, pay, dal makhani, home, garlic naan","https://www.google.com/maps/place/Rajbhog+Hanoi+Indian+Restaurant+Hoan+Kiem-Hanoi/data=!4m7!3m6!1s0x3135abdd6c059371:0x2a1e1c278ccb15fe!8m2!3d21.0352204!4d105.8490073!16s%2Fg%2F11vcl_6g8_!19sChIJcZMFbN2rNTER_hXLjCccHio?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0352204","105.8490073"
"ChIJ5StYr2GrNTERSGNzTDO_jp4","Mesdames Linh Cuisine","Vietnamese fusion cuisine with a fine dining experience and set menus in Hanoi","","1032","4.9","Name: Factory 47 hanoi Link: No Link Reviews: 638 reviews Name: Thao's Pub Link: No Link Reviews: 356 reviews Name: Tipsy Turtle & sport Bar Link: No Link Reviews: 225 reviews Name: Little Tipsy Pub, Hanoi Link: No Link Reviews: 216 reviews Name: Green Pub (food & drink) Link: No Link Reviews: 163 reviews","http://www.mesdameslinhcuisine.com/","+84 828 883 030","","Mesdames Linh Cuisine (Owner)","https://www.google.com/maps/contrib/113314616579449437979","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQzH-NwPMoZwmqbC4cmu4xkSHQDWHaxts9OsAqvMUpmb5cDGXqGh_JOrR_k7f_m2Gnf2DMjSDth2X2nTpVV6PYUF-LawlKaoh8J40QLlnmz21X1wlqXJbghY-a6CEl97tYuB575Qyuz88=w1920-h1080-k-no","Restaurant","Restaurant","10 AM-10:30 PM","","Open All Days","30 P. Bat Su, Hang Bo, Hoan Kiem, Ha Noi 100000, Vietnam","cocktails, vietnamese cuisine, pho, decor, bun cha, spring rolls, food presentation, towel, caitlyn kiramman, grilled beef","https://www.google.com/maps/place/Mesdames+Linh+Cuisine/data=!4m7!3m6!1s0x3135ab61af582be5:0x9e8ebf334c736348!8m2!3d21.0349744!4d105.8473377!16s%2Fg%2F11t9w21kqf!19sChIJ5StYr2GrNTERSGNzTDO_jp4?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0349744","105.8473377"
"ChIJiRe7kTurNTERW31mVj3N5lM","A Ban - Mountain Dew","A Ban tu hao mang toi tinh than, truyen thong va am thuc mien nui Viet Nam toi mot khong gian tuyet voi o Ha Noi. Nhung cong thuc che bien duoc truyen tung tu bao doi, su dung nhung nguyen lieu duoc gieo trong khap mien Bac Viet, va duoc nau nuong boi Chef Viet trong can bep hien dai nhat. Khu quay bar, khu vuc dung bua va nhung phong VIP sang trong cua chung toi duoc thiet ke nham ton vinh nhung di san tinh than va vat chat, de mang toi cho ban cung cac vi khach cua ban mot trai nghiem kho quen. Du nhung mon an nay da than thuoc voi ban, hay day la lan dau tien ban thuong thuc chung, chung toi tin rang ban cung se yeu chung va hanh dien gioi thieu chung voi moi nguoi. Chao mung toi A Ban.","","1030","4.6","Name: Essence Restaurant Original (since 2011) Link: No Link Reviews: 3070 reviews Name: Ban Quan - Duong Thanh Link: No Link Reviews: 585 reviews Name: Ban Quan Link: No Link Reviews: 574 reviews Name: Nha Hang Thanh Vit Link: No Link Reviews: 529 reviews Name: Wa Japanese Cuisine Link: No Link Reviews: 289 reviews","http://aban.com.vn/","+84 856 787 678","","A Ban - Mountain Dew (Owner)","https://www.google.com/maps/contrib/106217749266807885493","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepvHUEbSVNs3-OLHOfLubHxlzfELvNXckKWRn9uDhQMq2j8tfhGPkNw_ZPa_7TVIFCULbd-F7Vitqm-jou3qL68rD5mBO3GbhXzGsVZ0UW8kNa57yIJBancyIaq_YIQkuDLmN32BQ=w1920-h1080-k-no","Vietnamese restaurant","Vietnamese restaurant, Restaurant","10 AM-2 PM, 5-11 PM","","Open All Days","76 P. Tran Phu, Dien Ban, Ba Dinh, Ha Noi, Vietnam","michelin, sticky rice, design, hotpot, north, region, mountains, tourists, culture, veal","https://www.google.com/maps/place/A+B%E1%BA%A3n+-+Mountain+Dew/data=!4m7!3m6!1s0x3135ab3b91bb1789:0x53e6cd3d56667d5b!8m2!3d21.0325838!4d105.8320913!16s%2Fg%2F11nmmhbb03!19sChIJiRe7kTurNTERW31mVj3N5lM?authuser=0&rclk=1","restaurant in son tay, ha noi, vietnam","21.0325838","105.8320913"
